name,degree,city,district,address,location,phone,price,description,hid
深圳我的那片海(地王观光分店),,深圳市,[],广东省深圳市,"114.057868,22.543099",电话021-80187829-2829584  纠错,¥785,拉上窗帘，自有一方休闲的小天地；推开窗，就是那个朝气蓬勃的深圳。沿线民宿的每一套民宿都精心选址，都拥有当地的景观，又或是交通便利的繁华商业区。我们的房间一直以高端、精品、设计感为前提，每套房间都是我们精设计、布置，全部为精品民宿，功能和风格各有不同。我们希望沿线民宿可以让你体会到旅行中不一样的风景，可以写满每位入住客人不一样的心情故事。,3373
深圳途掌柜108515精品民宿,,深圳市,[],广东省深圳市,"114.057868,22.543099",电话021-80187829-4024539  纠错,¥557,途家代运营是途家建立的自营民宿品牌，专业管理，品质保证。每个房屋均由专业管家打理，配备途家统一品质床品，级布草，封装巾类更干净，星级洗涤，让你住的安心，睡的放心。全部配备高品质封装洗漱用品等生活用品，让你入住更舒适。,3374
深圳怡乐客栈,经济型,深圳市,龙岗区,广东省深圳市龙岗区怡乐客栈,"114.508472,22.586646",电话18938035329/13760225449  纠错,¥359,"深圳怡乐客栈位于深圳市大鹏新区，地处靠近沙滩与大海的浪漫村庄——较场尾，这里有着“深圳鼓浪屿”的美誉，邻近石芽岭公园、下李朗公园等景点，周边环绕一片浪漫民宿，环境宁静清幽，空气清新宜人。
　　深圳怡乐客栈外观清新雅致，整体装饰简约时尚、色调明快；客房如家般舒适温馨，设有多种主题房型，每种皆具有独特的风格和气息，房内设施一应俱全。
　　选个时间，陪家人一道，与朋友一起，或独自一人来这里踩沙踏浪，于露台上享受明媚的阳光、欣赏旖旎的风光；亦或流连于小吃街、酒吧和咖啡馆，享受无比惬意的悠长假期。",3375
深圳书画江湖客栈,经济型,深圳市,龙岗区,广东省深圳市龙岗区书画江湖客栈,"114.538634,22.485564",电话0755-84421182  纠错,¥220,身处喧闹的城市，快节奏的生活，总是让我们的脚步停不下来，心中总想着远行，匆匆往前赶。西冲书画江湖客栈，希望每位来到西冲海滩的客人都能卸下工作的压力、远离生活的烦嚣、丢去感情的枷锁、减慢城市的快节奏…享受西冲的慵懒、无拘无束、随心所想！让您融入自然，拥抱欢乐，追寻心灵栖居的圣地。,3376
深圳康豪酒店,经济型,深圳市,龙岗区,广东省深圳市龙岗区康豪酒店,"114.241110,22.645340",电话0755-28966611 传真0755-28929966  纠错,¥100,"旅客若想住在深圳的龙岗中心区/大运新城，那么深圳康豪酒店将会是一个便捷的选择。深圳宝安国际机场和深圳北站分别位于距离酒店54km和27km的地方。
酒店对客房的装饰十分考究，每间设施齐全的客房都配备有空调。有饮水需求的旅客，酒店还为您提供了电热水壶。浴室配有拖鞋、24小时热水和吹风机。
酒店提供的休闲设施，旨在为旅客营造多姿多彩、奢华完美的住宿体验。酒店设有24小时前台咨询服务，为下榻至此的您提供最贴心的行程安排。酒店客人可以额外使用免费停车场。",3377
深圳简爱客栈(原简单爱客栈),经济型,深圳市,龙岗区,广东省深圳市龙岗区简爱客栈,"114.514044,22.594260",电话13620943767  纠错,¥321,深圳简爱客栈座落在这个宁静而惬意的小镇里，距大鹏所城仅50米，距东山寺约500米，步行到有深圳“鼓浪屿”之称的较场尾海滩仅需5分钟。在这里可烧烤、可K歌、可发呆，还有潮州功夫茶提供，温馨的环境带给您家的感觉。停下匆忙的脚步，把时间慢下来。静静享受着海滨带给我们的美妙感觉！绵延的蓝天与白云，约上三五好友知己、或亲人、或爱人，来一场短暂的旅行！追逐海边、享受浪漫夏日时光。带上心情，拿上相机。,3378
深圳大鹏新区山海居民宿,经济型,深圳市,龙岗区,广东省深圳市龙岗区山海居民宿,"114.528766,22.553792",电话13554914310  纠错,¥284,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,3379
深圳宝泉庄公寓(3号店),,深圳市,罗湖区,广东省深圳市罗湖区宝泉庄,"114.111334,22.550474",电话021-80187829-1202670  纠错,¥336,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,3380
森美国际酒店公寓(深圳世界之窗店),经济型,深圳市,南山区,广东省深圳市南山区森美国际酒店公寓,"113.972081,22.539184",电话0755-86398831 传真0755-86398831  纠错,¥533,森美国际酒店公寓（深圳世界之窗店）是一家精品商务酒店公寓，座落深南大道以北，世界之窗对面，毗邻国家4A景区“欢乐谷”“红树林海滨公园”，国家高科技产业园近在咫尺。酒店全新装修，极具现代感的装饰及创意设计。酒店座落于沙河世纪假日广场深南大道与华夏路交汇处 地铁站~世界之窗站c1出口。行车路线~到世界之窗对面走深南大道辅道西行到益田假日广场西侧与瑞思中心处中间斜坡直上左边地面停车场直入小区彩色大楼即达。,3381
深圳春都酒店(原铭登酒店(深圳观澜店)),经济型,深圳市,龙华区,广东省深圳市龙华区春都酒店,"114.083163,22.706007",电话0755-29804528 传真0755-25574016  纠错,¥569,深圳春都酒店全新的高星级标准的装修。1-2楼为中餐，3-4楼为量贩式KTV，精品客房分布于大厦的5-10楼，拥有各类格调高雅的豪华客房。每个客房都带有高速WIFI，全景大窗户，独立卫生间，液晶电视机，冷暖空调、国内长途电话和饮用水等。客房配置的是高级的床上用品，床垫都是特别定制的“茜美”系列床垫，舒适的环境保证客人在入住期间能拥有高质量的睡眠。,3382
深圳简爱客栈(原简单爱客栈),经济型,深圳市,龙岗区,广东省深圳市龙岗区简爱客栈,"114.514044,22.594260",电话13620943767  纠错,,深圳简爱客栈座落在这个宁静而惬意的小镇里，距大鹏所城仅50米，距东山寺约500米，步行到有深圳“鼓浪屿”之称的较场尾海滩仅需5分钟。在这里可烧烤、可K歌、可发呆，还有潮州功夫茶提供，温馨的环境带给您家的感觉。停下匆忙的脚步，把时间慢下来。静静享受着海滨带给我们的美妙感觉！绵延的蓝天与白云，约上三五好友知己、或亲人、或爱人，来一场短暂的旅行！追逐海边、享受浪漫夏日时光。带上心情，拿上相机。,3383
深圳禾十庄园酒店(原银海假日酒店),经济型,深圳市,龙岗区,广东省深圳市龙岗区银海假日酒店,"114.546337,22.486283",电话0755-85213668  纠错,¥346,深圳禾十庄园酒店位于西冲海滨浴场4号收费站路旁，乡村气息环境优美，距银沙碧海仅500米，是当今热门项目”东西冲穿越“的必经之路。酒店拥有40间豪华客房，采用简约风格，简单而舒适，高档前卫而不失温馨，堪比豪华星级酒店，是西冲地区少有的较大型多功能住宿场所。,3384
深圳大梅沙云海居短租公寓,经济型,深圳市,盐田区,广东省深圳市盐田区云海居,"114.305683,22.600768",电话13902989808  纠错,,深圳大梅沙云海居短租公寓旅店地处深圳盐田区大梅沙，在梅沙医院、万科中心、盐田体育馆旁边，周边有公交车站、万佳超市、银行柜员机、餐馆、便利店等，生活设施齐全。这里有东部华侨城、奥特莱斯购物村、大梅沙海滨浴场、小梅沙海洋世界、中英街、明思克航母世界等着名旅游景点。乘坐公交308、M207、103B、机场6线到梅沙医院站下车即到；乘坐公交J1、387、103、观光一线等到万科中心站或东部华侨城站下车，走几分钟到梅沙医院站即到。乘坐机场6线可直达机场，乘坐387路公交直达火车站。,3385
深圳河马酒店式公寓,经济型,深圳市,福田区,广东省深圳市福田区深圳河,"114.062096,22.516241",电话0755-22743849 传真--  纠错,¥391,深圳河马酒店式公寓位于罗湖区黄贝岭村深业东岭小区，距离黄贝岭站A出口。每个房间带独立阳台，提供独立WIFI、24小时热水及网络电视，让您尽享便捷，即使出门在外，也能感受到“家”的温暖。,3386
深圳顺心宾馆,经济型,深圳市,罗湖区,广东省深圳市罗湖区顺心宾馆,"114.135567,22.550203",电话0755-25687725  纠错,¥148,交通便利，客房干净整洁，装修雅致，性价比高，是您商务旅行的舒适之选!,3387
深圳较场尾柒月时光客栈,经济型,深圳市,龙岗区,广东省深圳市龙岗区较场尾,"114.509678,22.588178",电话13480859243  纠错,¥259,深圳较场尾柒月时光客栈位于较场尾较路二西一巷3号，两分钟内可步行到海边，交通十分便捷。客栈总共有10间房，7大床房，2间双床房，1间单人房。每个房间均有空调、独立卫生间、24小时热水、洗漱用品、吹风机、Wifi等完善的设施。客栈还提供自助厨房、麻将、KTV唱歌。近200平米的天台可以进行自助烧烤、麻将、打牌、K歌等。掌柜致力提供一个干净、温馨的居住空间，给前来的朋友家一般的感觉。,3388
深圳深圳东涌依山傍海度假民宿,,深圳市,龙岗区,广东省深圳市龙岗区东涌,"114.486941,22.538399",电话15818678689  纠错,¥220,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,3389
OYO深圳君帆星宾馆,经济型,深圳市,罗湖区,广东省深圳市罗湖区君帆星宾馆,"114.113416,22.586957",电话0755-22985333 传真0755-22985333  纠错,¥82,"宾馆位深圳市罗湖区红岗路，周边旅游资源丰富，龙园山庄公园、布吉公园、洪湖公园等人气景点环绕左右，景色优美，吸引了很多游客前来。信步可达福安购物广场、顺家百货、时代商业步行街等繁华区，吃喝玩乐应有尽有；靠近地铁3号线草埔站，毗邻长途客运站，距布吉站约9分钟车程，交通很是便利。
　　宾馆室内装修简约清爽，拥有多种精心布置的舒适客房。房内配套有纯木家具，色调淡雅，环境宜人。标准的床上用品与品质日用品，均是一客一换，并配有空调、电视、WIFI等完善的设施，您可安心入住。还设有环境优雅地茶室，并配套专门的茶具，你可以一边品茗一边欣赏自然美景。
　　用我们百分的努力，换取您十分的满意，宾馆欢迎您的光临！",3390
深圳悠心小筑客栈,经济型,深圳市,盐田区,广东省深圳市盐田区悠心小筑客栈,"114.305804,22.601071",电话15818783223  纠错,,悠心小筑酒店位于大梅沙艺海路，地段优越，公交车到梅沙医院站下车即是酒店门口，步行5分钟到东部华侨城和湖心岛奥特莱斯购物村，步行15分钟到大梅沙海滩。酒店设施完善，全部房间都带落地窗和大阳台，提供WIFI，酒店楼下就是华润万家超市。酒店提供足够停车位和多项增值服务！,3391
深圳玲珑境客栈,经济型,深圳市,龙岗区,广东省深圳市龙岗区玲珑境客栈,"114.509106,22.587385",电话18026914350  纠错,¥648,“玲珑境客栈”一共4间客房，地中海风格设计，兰白海洋风，露台、小院、厨具、烧烤设备一应俱全，小米网络电视及全覆盖的无线网络。小店分上下两层，欢迎小团体、家庭包场聚会。客栈距海边3分钟、周边近叉叉那里、翠鸟客栈、玲珑妙界客栈。坐在小院吧台品茶、烧烤、饮酒、聊天，恣情挥洒，惬意自在。四间客房四种情调，浪漫而温馨。多元化床型设计，秋千床、塌塌米床、典雅木架床、实木靠背床，大床全部1.8米，宽畅柔软。全部釆用德国进口3D科技床垫，床品尊贵高雅洁净舒适。客栈周边骑车观光、沙滩漫步、放风筝，海上风忛、快艇、游艇捕鱼、海钓，尽情开启浪漫之旅。村后是历史悠久的大鹏古城，民风淳朴热情，古城内各种小吃可一饱口福。村子东头是东山寺，到东山寺烧香还愿已成为深圳佛缘人的生活习惯。,3392
深圳憩圆酒店,经济型,深圳市,龙岗区,广东省深圳市龙岗区憩圆酒店,"114.270686,22.702333",电话0755-89301451  纠错,¥219,"深圳憩圆酒店位于广东省深圳市龙岗区中心，毗邻大运新城，所处地理位置优越；步行可至江业百货和南约老市场，周边商业繁华，人气超旺，生活也很便利；鹤湖新居和龙园均在酒店附近，您可以根据时间提前安排好行程。
　　酒店倡导舒适自在的生活理念，以人性化、专业化的设计，温馨的环境、舒适的氛围，为客人创造出一个优雅、精致的专属空间。房间内干净的卫浴、柔软的床垫，足够解除您的疲劳，静雅的氛围一定会让你宾至如归，享受一份“家”的温暖。
　　深圳憩圆酒店是您商务出差，旅游休闲的优选之地。",3393
深圳四叶草客栈2号店,经济型,深圳市,龙岗区,广东省深圳市龙岗区四叶草客栈,"114.509181,22.587790",电话18123911595  纠错,¥235,"坐落在较场尾/大鹏所城，深圳四叶草客栈2号店在深圳占尽地理之宜。酒店位于离深圳宝安国际机场大约86km，离深圳福田高铁站大约56km的地方。对于入住酒店的旅客来说，闲暇时间去附近的较场尾和大鹏所城游玩是一个不错的选择。
旅客可以在闲暇时间去酒店的休闲区，提升健康幸福感。",3394
城家精选公寓（深圳华强燕南地铁站店）,经济型,深圳市,福田区,广东省深圳市福田区深圳华强,"114.091403,22.537814",电话18126443536  纠错,,"城家精选公寓（深圳华强燕南地铁站店）位于燕南路，距离地铁2号线燕南地铁站步行约2分钟，距离地铁3号线通新岭地铁站步行约5分钟，距离市区约4公里，周围餐饮、娱乐等生活配套齐全，出行便利。
　　公寓配备冰箱、洗衣机，可洗衣可看投影，拥有多元化的精装欧式风格，整租独居空间，享有专业酒店保洁服务。公寓另配专业维修人员对房间、家电、五金等提供预约维修服务，省时省力。24小时管家服务，租期灵活，真正实现拎包入住；提供独立WIFI、冰箱、洗衣机、投影仪，满足洗衣看电影的需求、全套纯棉床上用品一客一换。",3395
易佰连锁旅店(深圳南山地铁站店),经济型,深圳市,南山区,广东省深圳市南山区易佰连锁旅店,"113.918703,22.527055",电话0755-26165100/预订中心 4008877004  纠错,¥216,"易佰连锁旅店(深圳南山地铁站店)位于南山区南新路与学府路交叉口大陆庄园公交站旁，距深圳大学约5分钟车程，周边环境安静舒适，商业、娱乐设施配套齐全。地铁1号线大新村C2出口或桃园站C出口步行约5分钟即到；500米范围内有家乐福、人人乐、华润万家、天虹百货、南山市场和金色阳光KTV等购物和娱乐场所。酒店南邻南山公园，北靠中山公园、荔香公园，距游览胜地世界之窗、欢乐谷、民俗文化村以及锦绣中华均约10分钟车程。
　　易佰连锁旅店——以追求“高性价比的品质”为品牌的市场定位，通过高性价比的“投资设计”及良好的产品体验性能，获得众多对价格敏感的消费者的高度认可。作为集团旗下年轻、时尚、小而精美的酒店品牌，易佰连锁旅店时尚家居理念精心设计，以“时尚、舒适、简约”为主导，精致配置 “高星级床上用品”、“25CM全记忆棉零压床垫”、“一体化整体卫浴设施”等酒店核心部件，打造出酒店产品的高性价体验。 
　　酒店配套设施与服务完善，设有24小时淋浴、电信光纤极速上网、数字电视、高星睡床等，宾客一旦入住即可成为会员、无需押金、0秒退房，为您带来优质的住宿体验，是您旅游度假、商务出差的优选。",3396
深圳田园民宿,经济型,深圳市,[],广东省深圳市,"114.057868,22.543099",电话13530432943  纠错,¥180,深圳田园民宿酒店房间设施齐全，干净卫生，宽敞明亮，欢迎入住！,3397
深圳Mtime漫时光青年旅舍,经济型,深圳市,[],广东省深圳市,"114.057868,22.543099",电话13631672781  纠错,¥76,客房干净、卫生，具有基础性设施，住宿环境舒适。,3398
壹号门客栈(深圳大鹏二号店),经济型,深圳市,龙岗区,广东省深圳市龙岗区深圳大鹏,"114.485704,22.590031",电话0755-84318034-18126096406  纠错,¥234,壹号门客栈（深圳大鹏二号店）位于较场尾最繁华的地段，小清新欧美复古风格吸引了很多年轻人的目光，我们适合情侣度蜜月约会、家庭聚会和班聚！一楼欧美式复古区域，沙发和酒吧桌椅，是休息听歌聊天谈心的好地方，让千里迢迢的你忘记一路的奔波和劳累；二楼客厅的日式榻榻米，可以闲聊可以谈心可以娱乐促进彼此之间的感情；三楼顶楼的观景天台可以眺望整个较场尾的美丽景色，还有摇篮和美式沙发，晚上和家人朋友爱人一起看星星喝点小酒何乐而不为呢？主题式的房间更加特别：海洋~龙猫~森林~还有我们重磅推出的“哆啦A梦主题房”他们一直在等着那个知音来入住！,3399
深圳未央青年旅舍,经济型,深圳市,南山区,广东省深圳市南山区未央青年旅舍,"113.965440,22.542532",电话15012582355 传真0755-83203905  纠错,¥278,"深圳未央青年旅舍（Never Ends Hostel）寓意快乐没有止境，旨在给来自五湖四海的你带来欢乐。汉代有两座宫殿分别名为“长乐宫”、“未央宫”，而“长乐未央”就是永远快乐没有穷尽的意思。这里有治愈灵魂的书吧，喝不完的小酒聊不完的故事，不定期举办的各种派对活动。这里毗邻深圳市福田区最繁华的CBD中心地带，出门就是COCO PARK，会展中心。这里是行者的驿站，旅人的远方。
　　
　　1、【到达方式】：A.打的到“皇都广场”B.地铁1号线或者3号线到达“购物公园”地铁站，步行5-8分钟到“皇都广场” C.公交车(例如369号)坐到“会展中心南”公交车站，步行1分钟到“皇都广场” D.宝安机场坐机场8线(46min)到高科技中心下车后，走到深大地铁站(3min)坐地铁1号线(21min)到达“购物公园”地铁站，全程google显示需要约1小时50分 E.宝安机场坐机场9线(4站)到会展中心下车后，步行800米到“皇都广场”,全程需要2小时12分，不需要换乘。 
　　2、【位置优越】：位于深圳福田区最繁华的CBD中心地带，步行1分钟到达会展中心，离COCO PARK只需步行10分钟。周边还有华润万家，家乐福，星巴克等。
　　3、【配套齐全】：一次性洗漱用品，拖鞋，耳塞，24小时热水，WIFI，自助式房卡，打印机，饮水机，洗衣机，干衣机，晾衣架，吹风筒，冰箱，空调，保险柜，投影仪，防盗摄像头，厨房配套设备，自营便利店。
　　4、【质量保证】：最舒适的记忆棉床垫，最暖和的如家特选被子，高品质的羽绒被枕头，最干净的床单、被套以及枕套。每天早上专业的清洁人员会来清洁床位，更换干净崭新床品，保证随时提供最优质睡眠效果。
　　5、【无限欢乐】：安静的你可以窝在舒适的沙发上看书；健谈的你可以与来自世界各地的朋友们畅谈分享生活经历；厨艺高超的你可以给大家做上一桌好菜，好酒自然会有；活泼的你可以约上大伙下楼去逛逛街撸个串；爱看电影的你可以用投影仪给大伙们放部电影，吃吃薯片喝喝啤酒。
　　
　　看完上述未央的描述如果还没能打动你，请你一定要相信，来了，你会爱上未央。
　　毕竟，所有语言将归于苍白，唯有亲身体验才永远鲜活你的记忆。",3400
深圳道睿.肆精品客栈,经济型,深圳市,南山区,广东省深圳市南山区深圳道,"114.009552,22.595865",电话13530400680  纠错,¥1164,"道睿民宿位于深圳大鹏半岛较场尾小镇，房屋位于海边第二排，出门10米就是主沙滩游泳区。整栋建筑有花园庭院的风格，简约舒适，非常适合度假，公司团建，轰趴度假。
　　本栋房屋有独立的18个房间，每个房间都带有独立的卫生间，公共空间。3楼花园庭院有80平米可供50人左右的烧烤区域，房屋一楼可容纳40人的会议室。本栋还有KTV房，配备了品牌环绕音箱，非常适合轰趴。三楼还有半开放式的厨房，供朋友们做饭！",3401
深圳昌隆青年旅舍,经济型,深圳市,[],广东省深圳市,"114.057868,22.543099",电话13709698671 传真--  纠错,¥90,深圳昌隆青年旅舍位于罗湖区人民南路1001号华民大厦18楼A，近深圳火车站、罗湖口岸，楼下双地铁出口（1号线罗湖站E2出口，9号线B出口）,3402
深圳舒舍客栈(原漂泊驿站),经济型,深圳市,龙岗区,广东省深圳市龙岗区漂泊驿站,"114.514403,22.595613",电话15889668980  纠错,¥410,"深圳舒舍客栈地处位于大鹏所城内，与较场尾毗邻，临近360省道，自驾游旅客入住很方便。
　　
　　客栈内设无线网络，拥有干净整洁的客房，房内24小时热水、独立卫浴、洗漱用品等设施齐全，服务周到，是你旅途中的温馨驿站。",3403
深圳云轩客栈,经济型,深圳市,龙岗区,广东省深圳市龙岗区云轩客栈,"114.514530,22.537676",电话13360082912 传真0755-84425631  纠错,¥319,"客栈全新装修房间干净整洁、宽敞明亮、视野开阔。从房间可以直接看到外面的山景，将七娘山全景尽收眼底。客栈内提供24小时热水，每间房均有独立卫浴、格力空调，卫浴间提供的洗漱用品。
　　入住客栈，您可以唱K、麻将、扑克、台球、自助烧烤、自助烹饪、海钓……这个季节来西涌爬山、东西冲穿越、海边漫步、快艇出海捕鱼、海滩骑马、CS野战、捡贝壳、捉螃蟹，都是不错的选择。",3404
深圳途掌柜108901精品民宿,,深圳市,[],广东省深圳市,"114.057868,22.543099",电话021-80187829-4073035  纠错,¥407,途家代运营是途家建立的自营民宿品牌，专业管理，品质保证。每个房屋均由专业管家打理，配备途家统一品质床品，级布草，封装巾类更干净，星级洗涤，让你住的安心，睡的放心。全部配备高品质封装洗漱用品等生活用品，让你入住更舒适。,3405
深圳深圳小螺号客栈,,深圳市,龙岗区,广东省深圳市龙岗区小螺号客栈,"114.546051,22.487236",电话021-80187829-39160  纠错,¥368,西涌小螺号客栈位于西涌社区新屋村6号，在四号收费口附近、步行8分钟左右可以到海滩、是东西涌穿越的必经之地，与深圳天文台为邻，是看日出的最理想所在地、客栈生活用品齐全，装修小清新、共有客房二十间、配有中餐厅、是来西涌度假的首选！,3406
深圳深圳U-ME优觅客栈,,深圳市,[],广东省深圳市,"114.057868,22.543099",电话13530370151  纠错,¥419,这里是我精心准备的家。有缘来住下的朋友，希望它能为你带来一段温馨难忘的旅途体验。,3407
深圳伍月林可海边客栈,经济型,深圳市,龙岗区,广东省深圳市龙岗区伍月林可海边客栈,"114.530435,22.556821",电话0755-28380393  纠错,¥376,"深圳伍月林可海边客栈位于东山码头的小渔村内，面朝美丽大海，安享世事宁静。
　　深圳伍月林可海边客栈为一座欧式风格的海边客栈，客房温馨舒适。客栈自带酒吧、KTV、麻将房，并提供自助厨房、烧烤，无论三五好友聚会，还是公司团队活动，这里都是你的不二选择。",3408
深圳西涌恬园乡间别墅,经济型,深圳市,龙岗区,广东省深圳市龙岗区小巷别墅区,"114.299192,22.769942",电话18923798965 传真/  纠错,¥549,"深圳西涌恬园乡间别墅地处深圳大鹏半岛最南端的西涌，与美艳妖娆的西涌沙滩3号入口隔路相望，三面环山一面向海，地理位置优越，环境幽美静谧。
　　深圳西涌恬园乡间别墅为一所乡间独栋别墅，店主热爱家庭、热爱生活，在青山碧海之间找回了久违的欢乐，也为自己的爱女营造出专属的西涌恬园。
　　客栈整体装饰时尚简约，如家般舒适温馨；客房清新整洁、宽敞明亮，房内配置空调、液晶电视、24小时热水、独立卫浴等设施，周到完善。
　　客栈附设中餐厅、可足够容纳20余人开展集体活动的室内大厅，满足旅人聚会、游戏等需求；还设有面积超大的露天活动区、舒适的书吧、可尽览西涌山水全貌的楼顶休闲天台，所有的布置皆为旅人创造轻松、闲适的环境，尽享愉悦的入住时光。",3409
名人宾馆(深圳坪山店),经济型,深圳市,坪山区,广东省深圳市坪山区深圳名人商务宾馆,"114.343098,22.689948",电话0755-28829282  纠错,¥154,本宾馆交通便利，环境优雅，干净卫生，欢迎新老顾客前来入住。,3410
滨海之家公寓(深圳西乡地铁站店),经济型,深圳市,福田区,广东省深圳市福田区滨海,"114.057219,22.533062",电话18588423156  纠错,¥189,"滨海之家公寓（深圳西乡地铁站店）位于深圳宝安西乡宝乐新村，是深圳城中村都市里的民宿。城中村是深圳的历史财富，更有城市的温度，是深圳一道独特的风景线，它见证了深圳的发展轨迹，也保留了父辈们的许多回忆。
　　
　　这里有绿色的外墙，温馨的楼顶小院，有供烧烤聚会的花园平台、公共的大厅、休闲书吧、公共厨房、洗衣机、100兆电信光纤免费上网，干净整洁，舒适宜居，有家的味道。",3411
深圳功夫客栈,经济型,深圳市,龙岗区,广东省深圳市龙岗区功夫客栈,"114.537789,22.484824",电话15999598406  纠错,¥113,"深圳功夫客栈位于南澳西涌鹤薮村二区，与澳港餐厅毗邻。交通方便，附近就是公交车站。步行5分钟即可到达美丽的西涌海边。我们为您精心打造一个专属于你的小窝，每楼每层和每个房间专属独立洗手间，空调，24小时热水，电热水壶，迷你茶几。当然少不了的还有强劲的无线WIFI，并覆盖所有楼层及庭院。客栈还有独立私家小院，可以在院子荡秋千、坐摇椅、品香茗，看着小朋友光着脚丫奔跑、也可以打上几圈麻将和下几盘棋。晚上可以在院子烧烤、劈酒、侃大山。还可以带上小朋友到院子外抓萤火虫、挖蟋蟀、钓青蛙。为了您的悠长假期，我们特意准备了自助厨房和洗衣机给您提供方便！也可跟功夫客栈预约美味的私房菜，让味蕾在你的舌尖跳动。看碧蓝的大海,蔚蓝的天空,斜靠在院子的藤椅上，或者窝在吊篮里，还是在飞翔的秋千上，看满天的彩霞，数天空的星星 ，偶有流星划过，许个愿望，心情自然变得格外的愉悦！你也可以什么都不做,什么都不想,只是呡一口咖咖啡,酌一杯红酒,品一壶清茶,坐在院子里,任思绪天马行空,卸却都市的烦恼与尘杂,像天空一样宁静，神仙一样自在。",3412
深圳OR元素HOTEL一号店,经济型,深圳市,龙岗区,广东省深圳市龙岗区or元素客栈,"114.509457,22.588540",电话18126260304  纠错,¥300,宾馆装潢温馨、设施配备较全，闹中取静，环境舒适，交通出行方便快捷。,3413
深圳西冲米兰花开客栈(原舍下客栈),经济型,深圳市,龙岗区,广东省深圳市龙岗区米兰花开客栈,"114.525218,22.483027",电话13652413759  纠错,¥4298,"深圳西冲米兰花开客栈位于西冲格田村，与西冲沙滩毗邻，地理位置优越，交通便利。
　　
　　深圳西冲米兰花开客栈客房整洁干净，设有24小时热水、独立淋浴间、吹风机等，服务标准。",3414
深圳海滨41号精品客栈,经济型,深圳市,龙岗区,广东省深圳市龙岗区精品客栈,"114.517104,22.592692",电话0755-86686888  纠错,¥638,"深圳海滨41号精品客栈位于大鹏新区较场尾小区海滨路，地理位置优越，出行便利，交通十分便捷。
　　深圳海滨41号精品客栈装修考究，客房窗明几净，给人耳目一新的感觉。客栈庭院朴素清新、幽雅恬静，设施齐全，服务细心。入住客栈，让您在海风清凉和月色温柔的夜晚入睡，从小鸟啁啾和阳光满溢的清晨醒来。
　　酌一口清茶，在书香和茶香中徘徊，那么惬意；品一杯咖啡，俯瞰滩涂、近海、渔船、远山，岁月静好。假日，携一帮亲朋好友在这里小聚，来一桌好菜，围坐在一起，谈天说地，把酒欢歌，共话一味闲情。",3415
深圳七里香客栈,经济型,深圳市,龙岗区,广东省深圳市龙岗区七里香客栈,"114.539185,22.485522",电话13312939600  纠错,¥131,深圳七里香客栈位于西冲3号沙滩收费口附近，走路到海边不到几分钟，客栈安静、舒适、温馨，简约而不简单，楼顶可进行烧烤、聊天、打牌等休闲活动。我们秉承服务、卫生为首的原则让每位客户住得舒心，玩得开心！,3416
深圳快乐驿站青年旅舍,经济型,深圳市,宝安区,广东省深圳市宝安区青年旅舍,"113.862246,22.565607",电话17634284737 传真--  纠错,¥105,深圳快乐驿站青年旅舍位于繁华的福田区，拥有非常便利的地理位置，距益田地铁站出小区门不到50米。 深圳快乐驿站青年旅舍致力于打造温馨的民宿，民宿内有各类房型，民宿除具备一般酒店等配置还设有厨房、无论您短期出差、长期居住，快乐驿站青年旅舍都将是您的首选。,3417
汇家公寓(深圳万众城店),经济型,深圳市,南山区,广东省深圳市南山区汇家公寓,"113.972166,22.538870",电话18123741557  纠错,¥259,"汇家公寓(深圳万众城店)位于深圳龙华最旺的商业核心地段，紧邻万众城家居广场、优城商业中心、佐邻购物中心，步行到地铁民治站8-10分钟，地理位置优越、交通便利。
　　公寓拥有配置了居家设施的独立套房，为宾客提供舒适、私密的短期居住，所有房间均提供宽带网络、洗衣机等，可自助洗衣，全面细致的服务让客人尽享居家式自助体验，是您商旅出行、结伴及家庭出游的理想选择。",3418
深圳巴玛苏罗精品海边客栈(原初一十五客栈),经济型,深圳市,[],广东省深圳市,"114.057868,22.543099",电话18123686686  纠错,¥739,"深圳巴玛苏罗精品海边客栈坐落于较场尾/大鹏所城，优越的地理位置使它成为深圳一个令人向往的住宿选择。酒店位于离深圳宝安国际机场85km，离深圳福田高铁站55km的地方。若是计划在酒店周边好好游玩，较场尾和大鹏所城定能满足您的需求。
在一天的忙碌后，您可以在酒店尽情的享受各种体育和休闲设施。",3419
80青年酒店连锁(深圳机场新航站楼店),经济型,深圳市,宝安区,广东省深圳市宝安区80青年酒店,"113.833569,22.632421",电话0755-29879980  纠错,¥170,80青年酒店连锁(深圳机场新航站楼店)周边交通十分便利，地理位置得天独厚。酒店拥有时尚客房，可以接纳大型团队入住，是您商旅，购物的满意选择。,3420
